rowLabel	avP	dP	avI	dI	f1	dF1	f2	dF2	h
?	-1	-20	58.50210137102996	1110.6582416995236	750.2349394691028	15091.444821444851	1763.4934694217386	33696.13737825742	3.34769571264905
?	-1	0	55.53291208497619	-22.799812503106267	754.5722410722426	-1665.8101183335907	1684.8068689128713	-2620.212643172881	-1
?	-1	2027.0238169102481	57.362110745874645	314.0434593923887	666.9444335524232	-6499.407643538169	1632.4828372630946	686.3436884937207	3.351092864689138
?	100.35119084551243	2009.3606039585625	71.23508505459563	277.1785463111309	429.60185889533403	-5133.412175827134	1719.1240533375574	-2071.731523832141	15.921430933174516
?	99.4680301979281	464.2820121279065	71.22103806143119	-152.67788370793102	410.2738247610666	-1217.357769278665	1528.8962610714875	-1740.880612296724	22.177855477132862
?	123.56529145190775	193.83988537870528	63.60119086919908	-293.97285942908616	368.7339704314008	-1291.7024481202523	1632.0800227227212	2862.1583236252995	9.75080111142905
?	109.16002446686336	-650.7880196562202	56.52239508997688	2.166349005212283	345.688702355054	-941.0446985644264	1672.0041772527525	1556.8943413214452	-1
?	91.02589046909675	-275.9316652234313	63.709508319459694	122.10873081073291	321.6817355031795	-716.9903664367986	1709.9247397887934	-8403.170515075391	14.80414538273597
?	95.3634412056918	208.3758997260967	62.627831630513526	52.56607498131318	309.83918403321405	1224.4209068093928	1251.845651498983	-9299.232164545476	17.088480474731902
?	101.44468545540158	161.24397107907842	66.33781206852535	149.9570794879327	382.9027808436491	4301.74657146873	1244.9631315615197	3406.32758576132	8.026296640302695
?	103.42563975964572	-25.759990803149698	70.12568560491016	-35.90204145768749	524.9265126066505	182.4468352169252	1422.162030787049	1474.0379939475438	13.827203616688417
?	100.1566859152441	-119.6137098703672	64.54270999564098	-166.75183103191884	392.0251226044954	-4187.436052548851	1318.665031258897	-2747.8200347932193	9.187557687796687
?	97.44495426612735	-138.11959546880462	61.78809405331421	-221.44514685171296	315.55470997920776	1442.4066937193263	1284.7710290473879	5437.378766059733	-1
?	93.25070614180386	-1968.8990853225453	53.47045265305532	-339.2154222522292	464.14545729046176	5757.897398995172	1590.5339695618839	8263.514142965252	-1
?	-1	34.142956903382895	44.827322940702736	69.48939694879294	603.4495799289666	779.4554159260194	1697.9467361956508	-2474.6481542103334	-1
?	94.957853986973	1833.5311494073046	56.94492250049497	467.0547177938863	503.11822808676277	-3223.463418945326	1466.801561851367	-837.8437980911523	2.2797194641312486
?	90.67655747036531	-238.35262849068565	68.18005883039707	-176.90261569899246	442.2764089817002	-589.2615300762537	1656.0545462910932	4783.72422893598	10.342006751568205
?	83.04022256243871	-1833.5311494073046	48.09979171554534	-298.26529987256083	473.65515158295005	6405.32986403625	1705.9877732981663	3501.700056416877	-1
?	-1	-1680.8044512487727	53.26679383676902	41.1392853147775	762.542902183513	6524.905157482867	1831.1395491119372	1416.4708268394847	-1
?	-1	0	50.15675598128421	105.18972166761685	799.9004094570937	-2833.1841580418054	1776.8113146401406	-4203.328920920945	-1
?	-1	1854.599805775535	58.526279920149854	398.98589614071574	620.8836942814229	-6088.276020342026	1620.9731030658902	-3943.3346265549662	4.916350895800509
?	91.72999028877683	1677.9557139024685	70.10605078832002	9.991162055850955	495.48660843999215	-3872.4688503594903	1579.6445833123921	-5974.300031564539	3.725289269383662
?	82.8977856951235	129.34375178438376	59.0258380229424	-290.3638374698525	427.2602517634482	-986.8886319164747	1322.258101487663	-2642.442115181659	-1
?	98.19717787799603	349.3724710362619	55.58785891482738	46.98927688694265	446.1421768441684	-1942.5147546422197	1447.522477553309	4322.889922748733	-1
?	100.36640924693661	-107.77309922255928	61.37530186728954	-35.28623004494659	330.1345140313371	-2259.2171742528267	1538.4025976250998	-1940.6440622950986	8.233043897492653
?	92.80852291686806	162.96669248208232	53.82354741258005	208.0028645676928	333.18131813152695	1924.194952557754	1350.490274438554	4434.710961043835	-1
?	108.51474387104074	215.09442961313775	71.77544509567419	369.84495763806603	426.3442616592249	4836.07657328548	1760.1381456772917	3216.5178095129995	5.881306663191237
?	103.56324439752495	-2190.2948774208126	72.31579529448337	-242.99674405421035	574.9851467958011	8833.688432192696	1511.3161649142041	-8189.856342533805	3.976573986400633
?	-1	-2091.2648879504973	59.62560789296366	-549.6705815160497	868.02868326886	397.20535731406665	1350.645328550601	-2005.9730014617871	-2.1126534795597283
?	-1	0	44.83226621868086	-514.2630656150517	594.8454146615045	-5535.675308872119	1411.0175148411147	3444.5935044201874	-1
?	-1	0	33.91245461221105	120.29593463262475	591.2449178252539	1871.9991160705724	1522.8750037716106	2575.3665066611734	-1
?	-1	2296.8199710856125	50.8470629503121	770.5485892820645	688.4453704650332	-3420.502538822649	1539.7858401741735	3055.0704191552513	-1
?	113.84099855428073	2184.1265219100537	72.43988407631431	499.64089833639434	420.21979088412127	-5582.23243850385	1675.6285247293733	6092.566952436331	8.824477797440576
?	108.20632609550277	-213.37387927994266	75.82910786713184	48.28510935895561	409.3337485398404	-525.8414608745757	1844.4141877959903	2871.359364475331	19.946300005254535
?	103.17230459028359	-213.51355529753314	74.8541395442621	-139.82669270899652	393.92771784039246	-171.21448628632024	1819.19649295314	-5204.549518200843	19.794878679276856
?	97.53064833062611	-230.82733721302313	68.83777323168201	-507.3402562274809	400.7730242255244	420.0295930117757	1584.186711885948	-2965.5220763375355	13.039817398994677
?	91.63093772963242	-1970.6129666125205	49.48712673288803	-576.669615911631	414.92919749098127	683.6133335546282	1670.920389136263	-174.21014023178927	-1
?	-1	-1852.6187545926468	40.00429243610043	-186.33151826947594	434.95369090325585	4187.665662551414	1575.4762048743585	1167.203213103793	-1
?	-1	0	40.170550819414224	-26.644077719320737	624.3124806185522	5651.161540313646	1729.2805497914528	319.5175779477992	-1
?	-1	0	38.67208855013439	-104.53629894739046	717.5117679189384	3424.3786874853513	1591.4520837717484	-4195.719479453847	-1
?	-1	0	34.94373587204472	321.82997813927415	795.5314149928191	-2013.8276170033716	1519.4945758187612	-4584.9884074310585	-1
?	-1	0	54.76358745709804	565.2686767476622	616.8203870687702	-3232.4460810195046	1362.2026634001963	-3816.898669397683	3.3346434080007157
?	-1	2369.321841083933	63.20716970942773	300.6348419458245	633.9091109418445	-1354.5528335611655	1328.6496423488777	-1582.0518227205423	0.5840048180610423
?	117.46609205419624	2297.205734715145	69.79532955438921	162.1056562562336	549.0927453907121	-1117.721089112062	1283.1000722641695	-849.5612749086953	1.4135276312540475
?	113.86028673575684	-114.20331203450799	71.31245252223938	37.7681159663588	578.0230564862416	623.3476430855125	1286.171578603443	679.2610802875994	9.529444516745436
?	111.75592645247086	-104.42028843461097	71.68373535270715	9.58599604621046	580.2601275449877	-603.6814461325797	1317.0631262785494	2754.6927341782803	7.637390192023877
?	108.63927231402631	-57.06196857159873	71.7917523245499	-13.646893334654683	547.8389841796127	-2388.480094853498	1423.9062153123566	1892.7867544106516	8.845446101425193
?	108.90282802389093	105.66853898049297	71.00139068597441	76.06472794035993	460.8361228023132	346.8142441805061	1411.7024639990816	-5146.86502592469	9.448943478693908
?	113.92269926305094	174.38049612681203	75.59498872156789	80.93033337404052	565.1796963886379	2213.686414031739	1166.562964016123	-8942.017078634226	8.950012192393292
?	117.6218528302315	82.59034732278794	75.04790735467643	-85.06564059871097	571.5204435038997	-1213.5327007645194	964.6016100673719	138.68603488894271	11.126691947726922
?	118.05221662919033	-201.14956834406613	71.34170669163235	-281.10793122575774	504.50306135041217	-2379.7728763048435	1173.4972657605701	7803.945280898083	8.889520322013745
?	107.56437441302823	114.70873989236664	60.99251079338859	-1.2338063791608578	452.531799688658	-1031.7680012205485	1354.7988741122747	9134.85882559517	3.008493088348327
?	123.78765362380864	425.87572745333784	71.28001637267431	374.3588548791816	452.9146612893849	970.5691224741759	1630.240207040327	4012.8866483601364	5.778771650400111
?	128.85816078569505	86.57394978012607	79.7104535373476	114.32964942752717	501.0602558123666	3362.300156828914	1555.4432065302808	-6074.68496020539	9.782273466616898
?	128.11635111281493	-82.47453971913787	76.99649884405065	-63.12271160241687	621.02966913083	2733.8753842626734	1326.5059590300586	-5789.389443685498	15.994916473982926
?	124.73443379973817	-114.3705786064295	76.55431795722677	-35.58998493207254	637.7540250254998	298.52401421511667	1265.973734346007	-1887.0134858215008	17.211727176771873
?	122.39782218249347	-139.9804017853713	75.21699959744703	-54.278356116320104	635.9558698415858	-630.6994372296776	1232.155284738984	-1358.0542772373885	17.00473223280778
?	117.73541371046963	-218.72097494345346	73.84040015141078	-83.5641687874005	606.219053164016	-2361.214588441675	1198.0710204841378	1081.7050034193373	16.04308968364395
?	111.46177343532084	-304.2071109996689	71.03879115807702	-176.04544608149303	517.8951404195025	-881.9792027840149	1286.2405349099506	11034.471829904322	13.515226338624164
?	102.52505816048624	-2249.235468706425	65.03812784733616	-259.3305919015429	562.1200930248155	6400.2471876840245	1749.7946119793519	10860.237351073263	5.483761494577935
?	-1	-2070.501163209732	58.07226156299992	-486.62024534308244	837.9074998037025	-935.5729567739887	1829.2524024636118	329.35065478180724	2.329879099722112
?	-1	0	40.70711558018212	-35.745574532600116	515.3414451861162	-1260.3138362457094	1766.2621447184422	-5294.800519390511	-1
?	-1	2267.04880315015	56.28498283636992	597.7578059017845	774.8918079914173	-1627.1242043805705	1564.5123764940872	-6204.734156058161	-1
?	112.35244015750709	2159.8769561258737	70.59500587527124	348.22833509663195	433.98523496708793	-7204.03425028802	1456.0254369155352	-3305.8739427810433	7.911766595171893
?	106.9938478062933	-191.3291862864453	73.69639959120146	-60.21185585158911	414.69009547701756	-592.1350367680906	1399.2186793550356	326.6086239230492	16.37042345695614
?	102.78598084318486	-66.7666311791893	67.5844130826918	-182.0052377130103	404.3784831286835	-1606.7620284926988	1472.3558681116876	-5635.830380191439	7.744387062283583
?	103.65551624733385	86.7854649097828	64.59613770555097	-49.530165549392855	334.3519940523829	-429.70089472372405	1117.4271603454647	-7491.32165138711	20.27203650162685
?	107.12525408867398	66.29612489197793	65.10790480522216	4.45362925716468	382.8934383924974	718.2412793717233	1097.7897855423334	-2864.741716765726	12.221568946123355
?	106.97032249193273	-58.83446282024372	64.8188191684092	-72.08549605426296	370.26405802096895	212.30141728288876	974.1900745071789	862.2192415578396	17.81795069467114
?	104.18353094766181	-2159.4064498386624	61.50363000250903	-248.86784392782604	393.5085092566418	7615.885572814979	1140.9007476202253	7041.132905876596	23.52140698189983
?	-1	287.32682764815837	52.37542697201795	180.58121191503156	751.0583366617166	2212.390266958831	1326.2467198010074	3187.6594456130556	-1
?	118.54987233006968	2206.6867629338835	70.53269059826057	342.49955801558264	504.12802260458295	-7097.116308143469	1300.2837199008775	1857.9023022957902	5.615017838224074
?	109.3343381466938	-211.7043456052993	69.50040487279702	-45.93672670480532	396.20252125454437	-1943.266547472498	1419.1418349157966	6339.693621546999	9.269634316415878
?	107.96465504980475	-119.70343487755073	68.23585426302032	-72.75841336166306	406.9646952309584	500.2355316710186	1617.2684009782263	6248.188559917566	10.745063540715535
?	103.34916640281628	-2179.2931009961026	65.86248420471388	-210.83512968176083	421.2142978380952	4278.452696227476	1731.5512629116738	5289.237842336102	10.074598685886873
?	-1	-2086.983328056333	57.69409777893231	-75.8770537706772	620.8873300423314	5245.521041726028	1881.7302930950304	1849.4996769891416	-1
?	-1	2101.3693438684604	62.068631516180034	218.6781729281842	683.4903499243957	-2660.833254365819	1824.0262467611306	-15495.901326285371	6.658953040601688
?	104.06846719342265	1875.2787611593594	68.62800642534148	4.985143306090993	487.84566732404096	-6527.6804421859815	1106.9352267807647	-17075.108674401316	4.895364770547291
?	92.76393805796764	-320.80430797642435	62.31788868148458	-400.193054878384	357.10632781509776	-417.4555927291309	970.2708130410678	5941.63137232398	7.093071857791059
?	88.02825179460149	202.75379159104247	48.618353681422356	214.7272919463942	466.9728876875845	4188.557904221988	1404.0167953969626	6773.885372253348	3.6746488049077417
?	102.90162763751972	196.40584456689098	73.05425327880425	384.25538511602224	566.5342230261964	519.3583669211871	1308.965081653734	-1024.5862430580328	5.5070824956260145
?	97.848544022946	-91.65271994684109	67.8311229372234	-62.68182514737554	492.94080603364375	-578.3504628131298	1352.7874832440611	1161.9327981583042	4.513183930669514
?	98.31899164017769	-51.29008298631608	69.92016202143549	41.629297234835725	537.61669988554	1107.980016574765	1367.061721561649	-2761.293130103837	7.643357871845097
